,id,ppage,gender,educ,race,cat,voting_imp,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,difficulty,need_change
4379,476222,24,Female,College,White,always,1,,,,,,,,,,2,1
4380,476223,28,Male,College,White,sporadic,2,,,,,,,,,,2,1
4381,476224,27,Male,College,Other/Mixed,rarely/never,1,,,,,,,,,,2,1
4382,476226,25,Male,College,White,rarely/never,1,,,,,,,,,,3,1
4383,476230,30,Female,College,White,sporadic,1,,,,,,,,,,3,1
4384,476231,62,Female,College,White,sporadic,1,,,,,,,,,,1,1
4385,476232,60,Male,Some college,Black,rarely/never,1,,,,,,,,,,2,1
4386,476233,49,Female,High school or less,Black,sporadic,1,,,,,,,,,,1,1
4387,476236,68,Female,High school or less,Hispanic,sporadic,1,,,,,,,,,,3,1
4388,476239,83,Female,High school or less,Hispanic,rarely/never,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4389,476241,45,Female,College,Black,always,1,,,,,,,,,,2,1
4390,476242,39,Male,Some college,White,sporadic,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,2,1
4391,476243,44,Male,College,Black,rarely/never,2,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,3,1
4392,476244,64,Female,College,Black,always,1,,,,,,,,,,1,1
4393,476245,33,Female,College,White,rarely/never,1,,,,,,,,,,3,1
4394,476247,63,Male,Some college,White,always,1,,,,,,,,,,1,2
4395,476248,68,Male,Some college,Hispanic,sporadic,2,,,,,,,,,,4,1
4396,476250,75,Female,High school or less,White,sporadic,2,,,,,,,,,,1,1
4397,476252,60,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
4398,476253,43,Female,High school or less,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,2
4399,476254,38,Female,High school or less,White,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4400,476257,77,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
4401,476258,69,Female,High school or less,White,rarely/never,2,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,1
4402,476259,25,Female,College,White,rarely/never,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4403,476260,49,Male,College,Black,sporadic,1,,,,,,,,,,1,1
4404,476262,27,Male,College,White,always,1,,,,,,,,,,1,2
4405,476263,52,Female,High school or less,Hispanic,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1
4406,476264,32,Female,High school or less,White,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2,1
4407,476265,61,Female,High school or less,White,always,1,,,,,,,,,,1,1
4408,476266,83,Male,Some college,Hispanic,always,1,,,,,,,,,,1,1
4409,476267,59,Female,High school or less,White,rarely/never,1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,2
4410,476268,42,Female,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
4411,476269,73,Male,College,White,sporadic,1,,,,,,,,,,2,1
4412,476270,60,Female,Some college,Other/Mixed,sporadic,1,,,,,,,,,,1,2
4413,476272,47,Male,College,White,rarely/never,1,,,,,,,,,,1,1
4414,476273,67,Male,High school or less,Black,sporadic,1,,,,,,,,,,4,1
4415,476274,41,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
4416,476275,26,Male,Some college,White,rarely/never,1,,,,,,,,,,1,1
4417,476277,28,Male,High school or less,White,rarely/never,2,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,4,1
4418,476278,33,Female,High school or less,Hispanic,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1
4419,476280,73,Female,College,White,sporadic,1,,,,,,,,,,3,1
4420,476282,22,Female,Some college,Hispanic,always,1,,,,,,,,,,3,2
4421,476283,37,Female,Some college,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
4422,476286,51,Male,College,White,sporadic,1,,,,,,,,,,2,1
4423,476287,79,Male,High school or less,White,rarely/never,2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1
4424,476288,60,Male,College,Hispanic,always,1,,,,,,,,,,1,2
4425,476289,50,Male,College,White,sporadic,1,,,,,,,,,,2,1
4426,476291,48,Female,Some college,White,sporadic,2,,,,,,,,,,4,1
4427,476292,47,Female,College,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
4428,476293,58,Male,High school or less,White,always,1,,,,,,,,,,1,1
4429,476294,81,Female,College,White,always,1,,,,,,,,,,1,1
4430,476295,71,Male,College,White,always,1,,,,,,,,,,2,2
4431,476297,23,Male,Some college,White,always,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4432,476298,61,Male,College,Black,sporadic,2,,,,,,,,,,1,1
4433,476299,34,Male,Some college,White,sporadic,1,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
4434,476300,54,Female,College,Black,always,1,,,,,,,,,,3,1
4435,476301,32,Male,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
4436,476303,71,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
4437,476304,52,Male,College,Black,always,1,,,,,,,,,,2,1
4438,476305,38,Female,College,Hispanic,rarely/never,1,,,,,,,,,,3,1
4439,476307,55,Female,High school or less,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,1
4440,476308,76,Male,Some college,White,rarely/never,1,,,,,,,,,,2,2
4441,476309,62,Female,College,Black,always,1,,,,,,,,,,2,1
4442,476310,54,Female,College,Black,sporadic,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
4443,476312,73,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,2,1
4444,476314,65,Male,High school or less,Black,sporadic,1,,,,,,,,,,1,1
4445,476315,59,Male,College,White,always,1,,,,,,,,,,1,1
4446,476317,27,Male,College,White,sporadic,1,,,,,,,,,,2,1
4447,476318,22,Female,Some college,White,rarely/never,3,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4448,476319,39,Male,College,Hispanic,sporadic,1,,,,,,,,,,2,1
4449,476320,52,Female,College,White,always,1,,,,,,,,,,1,1
4450,476321,22,Male,Some college,White,always,1,,,,,,,,,,1,2
4451,476322,48,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,4,1
4452,476323,42,Female,College,White,sporadic,1,,,,,,,,,,1,1
4453,476324,57,Female,High school or less,Hispanic,rarely/never,3,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,1
4454,476326,36,Male,College,White,sporadic,1,,,,,,,,,,1,1
4455,476327,71,Male,College,White,always,1,,,,,,,,,,1,1
4456,476328,43,Male,High school or less,Black,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4,1
4457,476329,29,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,1,1
4458,476330,48,Female,College,White,always,1,,,,,,,,,,2,1
4459,476331,54,Female,High school or less,White,rarely/never,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4460,476335,66,Female,Some college,Black,always,1,,,,,,,,,,3,1
4461,476336,29,Male,College,White,rarely/never,1,,,,,,,,,,1,1
4462,476337,65,Female,High school or less,Hispanic,sporadic,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,2
4463,476338,45,Male,High school or less,White,rarely/never,3,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4464,476339,53,Female,College,White,sporadic,1,,,,,,,,,,3,1
4465,476340,55,Male,High school or less,White,sporadic,1,,,,,,,,,,2,1
4466,476341,41,Male,High school or less,Black,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,4,1
4467,476343,34,Male,College,Hispanic,always,1,,,,,,,,,,1,1
4468,476345,44,Male,Some college,Other/Mixed,rarely/never,2,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
4469,476346,25,Male,Some college,White,always,1,,,,,,,,,,1,2
4470,476347,52,Female,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
4471,476350,34,Female,College,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4472,476351,43,Male,College,White,sporadic,1,,,,,,,,,,1,1
4473,476352,62,Male,Some college,White,sporadic,1,,,,,,,,,,1,2
4474,476353,69,Male,College,Hispanic,always,1,,,,,,,,,,1,1
4475,476354,29,Female,High school or less,Black,sporadic,2,,,,,,,,,,2,1
4476,476355,45,Male,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
4477,476357,57,Male,Some college,White,always,1,,,,,,,,,,1,2
4478,476358,40,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
4479,476359,79,Male,College,White,always,1,,,,,,,,,,1,2
4480,476360,52,Male,College,Hispanic,sporadic,1,,,,,,,,,,1,1
4481,476361,78,Female,College,White,sporadic,1,,,,,,,,,,2,2
4482,476362,67,Female,High school or less,Hispanic,always,1,,,,,,,,,,3,1
4483,476363,60,Male,Some college,White,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
4484,476364,29,Male,College,Hispanic,sporadic,3,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1
4485,476366,61,Male,Some college,White,sporadic,1,,,,,,,,,,2,2
4486,476368,28,Female,College,White,always,1,,,,,,,,,,2,2
4487,476369,49,Male,High school or less,White,sporadic,1,,,,,,,,,,1,2
4488,476370,52,Female,College,White,sporadic,2,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
4489,476372,48,Male,College,White,rarely/never,3,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,2
4490,476374,49,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
4491,476375,65,Male,College,Black,always,1,,,,,,,,,,2,1
4492,476377,33,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
4493,476379,37,Male,College,Hispanic,sporadic,1,,,,,,,,,,2,1
4494,476380,24,Male,College,White,always,1,,,,,,,,,,2,1
4495,476381,67,Male,High school or less,Black,rarely/never,2,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,3,1
4496,476382,26,Male,Some college,White,rarely/never,2,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,2,1
4497,476383,29,Male,College,White,always,1,,,,,,,,,,3,1
4498,476384,46,Male,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1
4499,476385,55,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
4500,476386,32,Male,High school or less,Black,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4501,476391,79,Male,College,White,sporadic,1,,,,,,,,,,1,2
4502,476393,28,Male,College,White,sporadic,1,,,,,,,,,,3,1
4503,476394,64,Male,College,White,always,1,,,,,,,,,,1,-1
4504,476395,32,Male,Some college,Hispanic,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
4505,476398,56,Male,High school or less,White,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4506,476399,62,Female,Some college,White,always,1,,,,,,,,,,1,1
4507,476400,78,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
4508,476402,36,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
4509,476403,51,Male,College,White,sporadic,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
4510,476405,26,Female,College,Black,always,1,,,,,,,,,,1,1
4511,476406,53,Female,College,White,always,1,,,,,,,,,,1,1
4512,476407,39,Female,Some college,Black,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1
4513,476409,61,Female,College,White,sporadic,1,,,,,,,,,,2,1
4514,476410,37,Female,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
4515,476412,36,Male,College,White,rarely/never,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4516,476414,42,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
4517,476416,42,Male,College,Hispanic,sporadic,1,,,,,,,,,,2,1
4518,476418,55,Female,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
4519,476419,66,Female,College,White,sporadic,1,,,,,,,,,,2,1
4520,476420,66,Male,Some college,Hispanic,sporadic,1,,,,,,,,,,1,1
4521,476421,65,Female,High school or less,White,always,1,,,,,,,,,,1,1
4522,476422,33,Female,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1
4523,476423,34,Female,High school or less,White,sporadic,2,,,,,,,,,,1,1
4524,476424,37,Female,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,2,1
4525,476426,71,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,1,1
4526,476427,65,Female,College,White,always,1,,,,,,,,,,1,1
4527,476429,24,Female,High school or less,Hispanic,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,2
4528,476430,61,Male,College,White,always,1,,,,,,,,,,1,1
4529,476433,71,Female,Some college,White,always,1,,,,,,,,,,2,2
4530,476434,44,Male,College,Other/Mixed,rarely/never,1,,,,,,,,,,1,1
4531,476435,40,Male,College,Other/Mixed,rarely/never,4,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4532,476438,29,Male,College,Hispanic,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4533,476439,66,Female,High school or less,White,rarely/never,1,,,,,,,,,,1,2
4534,476444,42,Female,Some college,Hispanic,rarely/never,1,,,,,,,,,,1,1
4535,476445,61,Female,High school or less,White,rarely/never,1,,,,,,,,,,2,1
4536,476446,56,Female,College,Black,always,1,,,,,,,,,,2,2
4537,476447,28,Female,High school or less,Hispanic,rarely/never,1,,,,,,,,,,1,1
4538,476448,69,Female,College,Other/Mixed,sporadic,1,,,,,,,,,,2,1
4539,476450,41,Female,High school or less,Black,sporadic,1,,,,,,,,,,2,1
4540,476451,40,Male,College,Other/Mixed,sporadic,2,,,,,,,,,,1,1
4541,476452,67,Male,High school or less,White,rarely/never,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
4542,476455,65,Female,High school or less,Other/Mixed,rarely/never,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4543,476461,82,Male,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4544,476464,68,Female,High school or less,White,sporadic,1,,,,,,,,,,1,2
4545,476466,71,Female,Some college,White,always,1,,,,,,,,,,4,1
4546,476467,31,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
4547,476468,50,Female,College,White,sporadic,1,,,,,,,,,,1,1
4548,476469,46,Male,High school or less,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
4549,476470,49,Female,College,White,sporadic,1,,,,,,,,,,3,1
4550,476473,55,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,3,1
4551,476474,48,Male,High school or less,Hispanic,sporadic,1,,,,,,,,,,2,1
4552,476475,66,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,2,1
4553,476478,73,Female,Some college,White,always,1,,,,,,,,,,1,2
4554,476479,42,Female,College,Hispanic,sporadic,1,,,,,,,,,,2,1
4555,476480,40,Female,High school or less,White,rarely/never,1,,,,,,,,,,1,1
4556,476482,40,Male,High school or less,Hispanic,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
4557,476483,50,Male,Some college,White,sporadic,4,,,,,,,,,,2,1
4558,476484,49,Male,High school or less,White,rarely/never,1,,,,,,,,,,1,2
4559,476486,24,Female,Some college,Hispanic,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2,1
4560,476489,65,Female,High school or less,Black,rarely/never,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4561,476490,71,Male,College,White,always,1,,,,,,,,,,1,2
4562,476493,27,Male,High school or less,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
4563,476494,54,Male,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,1
4564,476495,83,Male,College,White,always,1,,,,,,,,,,2,1
4565,476497,77,Male,Some college,White,sporadic,1,,,,,,,,,,4,1
4566,476499,31,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
4567,476503,72,Male,High school or less,Hispanic,always,1,,,,,,,,,,2,1
4568,476504,38,Male,College,Hispanic,sporadic,1,,,,,,,,,,2,1
4569,476505,58,Female,College,Hispanic,sporadic,1,,,,,,,,,,1,2
4570,476508,23,Male,Some college,White,always,2,,,,,,,,,,1,2
4571,476509,50,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,1,1
4572,476510,41,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
4573,476511,67,Male,College,White,always,1,,,,,,,,,,1,2
4574,476512,37,Male,College,White,sporadic,1,,,,,,,,,,3,1
4575,476513,42,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
4576,476517,73,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
4577,476518,27,Female,College,Black,rarely/never,1,,,,,,,,,,3,1
4578,476520,29,Male,Some college,Black,sporadic,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4579,476523,50,Female,Some college,Black,sporadic,1,,,,,,,,,,3,1
4580,476526,32,Male,College,Black,sporadic,1,,,,,,,,,,1,1
4581,476527,29,Male,College,White,sporadic,1,,,,,,,,,,2,1
4582,476528,38,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
4583,476529,37,Female,College,White,sporadic,1,,,,,,,,,,2,1
4584,476530,33,Female,College,Other/Mixed,rarely/never,1,,,,,,,,,,2,1
4585,476533,52,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
4586,476534,55,Female,High school or less,White,sporadic,2,,,,,,,,,,1,1
4587,476539,55,Female,High school or less,Hispanic,sporadic,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4588,476540,54,Male,College,White,always,1,,,,,,,,,,1,1
4589,476541,28,Male,College,White,sporadic,1,,,,,,,,,,1,1
4590,476542,75,Female,College,White,sporadic,1,,,,,,,,,,1,1
4591,476543,53,Female,Some college,Black,rarely/never,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4592,476544,64,Male,Some college,Hispanic,sporadic,1,,,,,,,,,,1,2
4593,476548,35,Male,College,Black,rarely/never,2,,,,,,,,,,4,1
4594,476549,63,Male,College,Hispanic,sporadic,1,,,,,,,,,,2,1
4595,476550,44,Female,High school or less,Black,always,1,,,,,,,,,,1,1
4596,476551,36,Male,College,White,rarely/never,1,,,,,,,,,,1,1
4597,476552,29,Male,College,Other/Mixed,always,1,,,,,,,,,,2,1
4598,476553,27,Female,High school or less,White,rarely/never,4,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,1
4599,476554,60,Male,College,White,sporadic,1,,,,,,,,,,2,1
4600,476555,70,Female,High school or less,White,always,1,,,,,,,,,,3,1
4601,476556,39,Female,College,White,rarely/never,2,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4602,476557,77,Female,College,White,always,1,,,,,,,,,,1,1
4603,476558,41,Male,College,White,sporadic,1,,,,,,,,,,3,1
4604,476559,61,Male,High school or less,White,always,1,,,,,,,,,,1,1
4605,476560,71,Male,High school or less,Black,sporadic,4,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4606,476561,44,Male,Some college,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
4607,476562,50,Female,High school or less,Black,sporadic,1,,,,,,,,,,1,1
4608,476563,50,Male,College,Hispanic,always,1,,,,,,,,,,2,1
4609,476564,60,Male,Some college,Hispanic,always,1,,,,,,,,,,1,1
4610,476565,29,Male,College,White,always,1,,,,,,,,,,1,1
4611,476567,55,Male,College,Black,sporadic,1,,,,,,,,,,1,1
4612,476568,25,Female,High school or less,Hispanic,rarely/never,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
4613,476569,25,Female,High school or less,Other/Mixed,rarely/never,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
4614,476570,59,Female,College,Black,always,1,,,,,,,,,,1,1
4615,476572,35,Female,High school or less,White,rarely/never,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1
4616,476573,72,Male,High school or less,White,sporadic,-1,,,,,,,,,,2,1
4617,476574,51,Female,College,Black,sporadic,1,,,,,,,,,,2,1
4618,476575,53,Male,Some college,Black,sporadic,1,,,,,,,,,,1,1
4619,476576,34,Male,High school or less,Black,sporadic,2,,,,,,,,,,3,1
4620,476577,68,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
4621,476578,65,Female,Some college,Black,sporadic,1,,,,,,,,,,2,1
4622,476579,55,Male,College,White,sporadic,1,,,,,,,,,,1,2
4623,476580,71,Male,Some college,Black,sporadic,1,,,,,,,,,,3,1
4624,476582,49,Male,College,Black,sporadic,1,,,,,,,,,,1,1
4625,476584,71,Female,College,Black,always,1,,,,,,,,,,2,2
4626,476586,54,Male,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4627,476587,36,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,2,1
4628,476591,77,Male,College,White,always,1,,,,,,,,,,2,1
4629,476592,70,Female,College,White,sporadic,1,,,,,,,,,,1,1
4630,476594,42,Male,High school or less,White,sporadic,2,,,,,,,,,,1,1
4631,476595,74,Male,High school or less,White,always,1,,,,,,,,,,2,1
4632,476597,40,Male,Some college,White,always,1,,,,,,,,,,1,2
4633,476598,43,Male,College,Hispanic,sporadic,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4634,476599,61,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
4635,476600,54,Female,College,Hispanic,sporadic,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4636,476601,42,Female,High school or less,Hispanic,sporadic,2,,,,,,,,,,1,1
4637,476603,62,Male,High school or less,Black,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,1
4638,476604,35,Male,College,White,rarely/never,1,,,,,,,,,,1,2
4639,476605,45,Female,College,White,sporadic,1,,,,,,,,,,1,1
4640,476611,57,Male,College,Hispanic,sporadic,1,,,,,,,,,,3,1
4641,476612,79,Male,College,White,always,1,,,,,,,,,,1,2
4642,476614,80,Female,College,White,always,1,,,,,,,,,,1,1
4643,476616,40,Female,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
4644,476619,22,Male,Some college,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
4645,476621,53,Female,College,Other/Mixed,sporadic,1,,,,,,,,,,3,1
4646,476622,37,Male,Some college,Hispanic,sporadic,1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1
4647,476623,37,Female,High school or less,Black,sporadic,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4648,476624,51,Female,Some college,White,sporadic,1,,,,,,,,,,2,2
4649,476625,69,Female,Some college,White,always,1,,,,,,,,,,1,1
4650,476626,39,Male,High school or less,White,sporadic,1,,,,,,,,,,2,1
4651,476627,42,Male,College,White,sporadic,2,,,,,,,,,,2,1
4652,476628,55,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
4653,476629,26,Male,College,White,always,1,,,,,,,,,,1,1
4654,476630,49,Male,College,Black,sporadic,2,,,,,,,,,,1,1
4655,476631,27,Female,Some college,Hispanic,rarely/never,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1
4656,476632,49,Male,Some college,White,rarely/never,1,,,,,,,,,,1,2
4657,476633,44,Male,Some college,White,sporadic,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
4658,476634,34,Female,High school or less,White,sporadic,2,,,,,,,,,,2,1
4659,476635,43,Male,College,Black,rarely/never,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
4660,476636,24,Female,College,Black,always,1,,,,,,,,,,4,1
4661,476637,38,Male,College,White,sporadic,1,,,,,,,,,,3,1
4662,476638,36,Male,College,Hispanic,rarely/never,1,,,,,,,,,,1,1
4663,476639,31,Male,College,Hispanic,sporadic,1,,,,,,,,,,2,1
4664,476640,60,Male,Some college,Black,always,1,,,,,,,,,,3,1
4665,476644,69,Male,College,White,always,1,,,,,,,,,,1,2
4666,476646,56,Female,College,White,always,1,,,,,,,,,,1,1
4667,476647,62,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
4668,476650,56,Female,Some college,Black,always,1,,,,,,,,,,1,1
4669,476651,39,Male,College,Hispanic,always,1,,,,,,,,,,1,2
4670,476653,68,Male,Some college,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
4671,476654,50,Male,Some college,White,always,1,,,,,,,,,,1,1
4672,476655,38,Female,College,Other/Mixed,sporadic,2,,,,,,,,,,2,1
4673,476656,57,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
4674,476657,79,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
4675,476658,29,Female,High school or less,White,sporadic,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,1
