,id,ppage,gender,educ,race,cat,voting_imp,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,difficulty,need_change
1284,471822,32,Male,College,White,sporadic,3,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,1
1285,471824,47,Female,College,White,sporadic,2,,,,,,,,,,2,1
1286,471825,32,Female,High school or less,White,rarely/never,4,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,1
1287,471826,33,Male,College,White,sporadic,1,,,,,,,,,,1,2
1288,471827,72,Female,College,White,always,1,,,,,,,,,,1,2
1289,471828,31,Female,College,Black,always,1,,,,,,,,,,2,1
1290,471829,32,Female,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1291,471830,54,Male,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
1292,471831,65,Male,High school or less,White,always,1,,,,,,,,,,1,2
1293,471832,75,Female,College,White,always,1,,,,,,,,,,1,1
1294,471835,66,Male,College,White,sporadic,1,,,,,,,,,,2,1
1295,471836,77,Male,College,White,sporadic,1,,,,,,,,,,2,1
1296,471838,61,Male,College,White,always,1,,,,,,,,,,1,2
1297,471839,39,Female,College,White,sporadic,1,,,,,,,,,,1,1
1298,471844,64,Female,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
1299,471845,30,Female,High school or less,Black,rarely/never,-1,,,,,,,,,,-1,-1
1300,471847,57,Male,Some college,Black,always,1,,,,,,,,,,2,1
1301,471848,31,Female,High school or less,Other/Mixed,sporadic,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1302,471850,69,Male,College,Black,sporadic,1,,,,,,,,,,2,1
1303,471851,31,Male,Some college,Black,always,1,,,,,,,,,,3,1
1304,471852,31,Female,High school or less,Black,always,1,,,,,,,,,,2,1
1305,471855,32,Male,High school or less,Black,rarely/never,1,,,,,,,,,,2,1
1306,471856,56,Male,Some college,Hispanic,sporadic,1,,,,,,,,,,1,1
1307,471858,32,Male,College,Other/Mixed,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
1308,471859,62,Female,High school or less,White,always,2,,,,,,,,,,1,1
1309,471862,50,Female,High school or less,White,sporadic,2,,,,,,,,,,1,1
1310,471864,45,Female,College,Black,sporadic,1,,,,,,,,,,3,1
1311,471867,49,Female,College,White,sporadic,1,,,,,,,,,,3,1
1312,471868,63,Female,Some college,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3,1
1313,471869,61,Female,College,White,always,1,,,,,,,,,,2,1
1314,471870,38,Male,College,White,sporadic,1,,,,,,,,,,1,1
1315,471871,58,Male,College,White,always,1,,,,,,,,,,1,1
1316,471872,34,Female,Some college,Black,sporadic,1,,,,,,,,,,1,1
1317,471875,32,Female,College,White,sporadic,1,,,,,,,,,,1,1
1318,471877,78,Female,High school or less,White,sporadic,1,,,,,,,,,,1,2
1319,471878,39,Female,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1
1320,471879,67,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,2,1
1321,471881,32,Female,College,White,rarely/never,1,,,,,,,,,,3,1
1322,471882,52,Male,High school or less,White,sporadic,1,,,,,,,,,,2,1
1323,471883,66,Male,College,White,always,1,,,,,,,,,,1,1
1324,471884,37,Female,College,White,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
1325,471885,33,Female,High school or less,White,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
1326,471886,75,Female,College,Black,always,1,,,,,,,,,,1,1
1327,471887,68,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
1328,471888,85,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
1329,471889,68,Male,College,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
1330,471893,53,Male,High school or less,White,sporadic,1,,,,,,,,,,2,1
1331,471895,60,Male,High school or less,Black,always,1,,,,,,,,,,2,1
1332,471896,37,Male,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1
1333,471897,81,Female,High school or less,White,always,1,,,,,,,,,,1,1
1334,471898,64,Female,College,White,sporadic,1,,,,,,,,,,3,1
1335,471900,47,Male,High school or less,White,sporadic,1,,,,,,,,,,1,2
1336,471901,74,Female,High school or less,White,always,1,,,,,,,,,,2,1
1337,471902,84,Female,High school or less,White,always,1,,,,,,,,,,1,1
1338,471904,63,Female,College,Black,always,1,,,,,,,,,,4,1
1339,471906,77,Female,High school or less,White,always,1,,,,,,,,,,2,1
1340,471910,34,Female,College,White,sporadic,2,,,,,,,,,,2,1
1341,471912,56,Female,College,White,always,1,,,,,,,,,,1,1
1342,471914,53,Female,Some college,White,sporadic,1,,,,,,,,,,3,1
1343,471915,57,Male,High school or less,White,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
1344,471916,41,Female,Some college,White,always,1,,,,,,,,,,1,1
1345,471917,22,Male,Some college,White,always,1,,,,,,,,,,1,1
1346,471918,51,Female,High school or less,White,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1347,471919,56,Female,College,Black,always,1,,,,,,,,,,1,1
1348,471920,60,Male,High school or less,Black,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1349,471922,41,Female,College,White,sporadic,1,,,,,,,,,,1,1
1350,471923,71,Male,Some college,White,always,1,,,,,,,,,,1,1
1351,471926,48,Male,High school or less,White,sporadic,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,1
1352,471928,44,Male,College,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1353,471929,27,Male,Some college,Hispanic,always,1,,,,,,,,,,1,2
1354,471930,60,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
1355,471931,29,Female,College,White,always,1,,,,,,,,,,2,1
1356,471932,35,Female,College,White,sporadic,1,,,,,,,,,,2,1
1357,471933,29,Male,High school or less,Hispanic,rarely/never,4,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1358,471934,62,Female,Some college,White,always,1,,,,,,,,,,2,1
1359,471935,70,Female,High school or less,Other/Mixed,sporadic,1,,,,,,,,,,2,1
1360,471936,24,Male,Some college,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1
1361,471937,80,Male,High school or less,White,always,1,,,,,,,,,,1,2
1362,471938,50,Male,High school or less,White,always,1,,,,,,,,,,1,2
1363,471939,60,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
1364,471941,59,Female,High school or less,White,always,1,,,,,,,,,,1,1
1365,471944,39,Male,Some college,White,sporadic,1,,,,,,,,,,3,1
1366,471945,75,Male,Some college,Black,sporadic,1,,,,,,,,,,2,1
1367,471947,31,Male,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2,1
1368,471948,80,Male,High school or less,White,sporadic,1,,,,,,,,,,3,1
1369,471949,58,Female,Some college,Black,sporadic,1,,,,,,,,,,1,1
1370,471950,52,Female,College,Black,sporadic,1,,,,,,,,,,1,1
1371,471953,57,Male,Some college,Hispanic,rarely/never,2,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1372,471954,52,Female,High school or less,Hispanic,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1
1373,471955,31,Female,College,White,always,1,,,,,,,,,,4,1
1374,471957,72,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
1375,471958,67,Female,College,Other/Mixed,always,1,,,,,,,,,,1,1
1376,471959,32,Female,College,Other/Mixed,sporadic,1,,,,,,,,,,2,1
1377,471960,85,Female,High school or less,White,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1
1378,471961,36,Male,College,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
1379,471962,73,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
1380,471963,65,Male,College,Black,sporadic,1,,,,,,,,,,2,1
1381,471964,47,Male,Some college,White,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1382,471965,33,Female,High school or less,Black,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,3,1
1383,471966,45,Female,College,White,sporadic,1,,,,,,,,,,2,1
1384,471967,77,Male,College,White,sporadic,1,,,,,,,,,,2,2
1385,471968,26,Male,Some college,White,rarely/never,2,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,1
1386,471969,58,Male,Some college,White,sporadic,1,,,,,,,,,,1,2
1387,471970,27,Male,Some college,Black,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3,1
1388,471972,64,Female,College,White,sporadic,1,,,,,,,,,,2,1
1389,471973,43,Male,High school or less,Hispanic,sporadic,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,1
1390,471975,50,Female,High school or less,Black,sporadic,1,,,,,,,,,,1,1
1391,471976,64,Female,College,White,always,1,,,,,,,,,,4,2
1392,471977,73,Male,College,White,sporadic,1,,,,,,,,,,1,1
1393,471978,28,Female,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1394,471982,46,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
1395,471983,32,Male,College,Other/Mixed,rarely/never,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1
1396,471986,50,Male,Some college,Black,sporadic,2,,,,,,,,,,4,1
1397,471987,31,Female,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3,1
1398,471989,80,Female,College,Black,always,1,,,,,,,,,,1,1
1399,471990,51,Male,Some college,White,sporadic,1,,,,,,,,,,3,2
1400,471994,55,Male,High school or less,White,sporadic,1,,,,,,,,,,3,1
1401,471996,68,Male,High school or less,White,sporadic,1,,,,,,,,,,2,1
1402,471997,61,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
1403,471999,76,Female,Some college,White,always,1,,,,,,,,,,1,1
1404,472000,49,Female,College,Black,always,1,,,,,,,,,,2,1
1405,472002,69,Male,Some college,White,always,1,,,,,,,,,,1,1
1406,472003,54,Male,Some college,Black,sporadic,1,,,,,,,,,,2,1
1407,472004,80,Female,High school or less,White,always,1,,,,,,,,,,3,2
1408,472008,63,Male,College,Black,always,1,,,,,,,,,,3,1
1409,472009,62,Male,Some college,White,always,1,,,,,,,,,,4,1
1410,472010,51,Female,College,White,sporadic,1,,,,,,,,,,2,1
1411,472011,48,Female,Some college,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
1412,472012,48,Male,College,Hispanic,sporadic,1,,,,,,,,,,1,1
1413,472013,43,Female,High school or less,White,rarely/never,2,,,,,,,,,,2,1
1414,472014,74,Male,College,White,always,1,,,,,,,,,,1,1
1415,472015,50,Female,College,White,sporadic,1,,,,,,,,,,1,1
1416,472016,34,Female,Some college,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1417,472017,64,Male,High school or less,Black,sporadic,3,,,,,,,,,,4,1
1418,472018,76,Male,High school or less,White,always,1,,,,,,,,,,1,1
1419,472019,64,Male,High school or less,White,sporadic,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1420,472020,31,Female,College,White,rarely/never,1,,,,,,,,,,1,1
1421,472021,61,Male,Some college,White,always,2,,,,,,,,,,1,2
1422,472022,36,Female,High school or less,Hispanic,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1423,472024,29,Female,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1424,472029,64,Male,College,White,always,1,,,,,,,,,,1,1
1425,472030,35,Female,College,White,always,2,,,,,,,,,,1,1
1426,472031,32,Female,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,2
1427,472032,34,Female,College,Other/Mixed,sporadic,1,,,,,,,,,,1,1
1428,472033,58,Male,College,White,sporadic,1,,,,,,,,,,1,1
1429,472034,84,Female,High school or less,White,always,2,,,,,,,,,,1,1
1430,472036,47,Female,High school or less,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1431,472037,66,Male,College,White,always,1,,,,,,,,,,1,1
1432,472039,55,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,1,1
1433,472041,22,Male,High school or less,White,always,1,,,,,,,,,,1,1
1434,472042,54,Male,College,Black,sporadic,2,,,,,,,,,,2,1
1435,472043,23,Male,Some college,White,always,1,,,,,,,,,,2,1
1436,472044,41,Male,High school or less,White,rarely/never,2,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,1
1437,472045,59,Female,College,White,always,1,,,,,,,,,,2,2
1438,472046,36,Female,High school or less,White,sporadic,2,,,,,,,,,,3,1
1439,472047,73,Male,Some college,Black,always,1,,,,,,,,,,3,1
1440,472048,62,Female,High school or less,White,always,1,,,,,,,,,,1,2
1441,472050,61,Female,High school or less,White,sporadic,1,,,,,,,,,,1,2
1442,472051,62,Female,Some college,Black,always,1,,,,,,,,,,3,1
1443,472053,55,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
1444,472054,28,Male,Some college,Hispanic,always,1,,,,,,,,,,2,1
1445,472055,63,Female,Some college,White,always,1,,,,,,,,,,1,1
1446,472056,65,Female,College,White,always,1,,,,,,,,,,1,1
1447,472057,75,Female,High school or less,Hispanic,always,1,,,,,,,,,,1,2
1448,472058,68,Female,High school or less,White,sporadic,1,,,,,,,,,,1,2
1449,472059,85,Male,Some college,White,sporadic,1,,,,,,,,,,1,2
1450,472060,55,Male,Some college,Other/Mixed,rarely/never,1,,,,,,,,,,1,1
1451,472062,66,Male,High school or less,White,always,1,,,,,,,,,,1,1
1452,472063,38,Female,High school or less,Black,sporadic,1,,,,,,,,,,2,1
1453,472064,66,Female,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
1454,472065,71,Male,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
1455,472066,64,Male,Some college,White,always,1,,,,,,,,,,1,1
1456,472067,57,Female,College,White,sporadic,1,,,,,,,,,,4,1
1457,472068,30,Female,High school or less,Black,sporadic,2,,,,,,,,,,3,1
1458,472069,43,Male,High school or less,White,rarely/never,1,,,,,,,,,,1,1
1459,472070,33,Male,High school or less,Black,rarely/never,4,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
1460,472071,67,Male,College,White,sporadic,1,,,,,,,,,,1,1
1461,472072,28,Female,High school or less,Hispanic,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
1462,472074,37,Male,Some college,Hispanic,sporadic,1,,,,,,,,,,1,1
1463,472079,34,Male,College,Black,sporadic,2,,,,,,,,,,2,1
1464,472080,36,Male,College,White,sporadic,1,,,,,,,,,,2,1
1465,472082,32,Male,College,White,sporadic,1,,,,,,,,,,2,1
1466,472084,55,Male,College,White,always,1,,,,,,,,,,1,2
1467,472085,54,Male,College,White,sporadic,2,,,,,,,,,,1,2
1468,472086,30,Female,College,Black,always,1,,,,,,,,,,1,1
1469,472087,34,Female,College,Black,sporadic,4,,,,,,,,,,4,1
1470,472088,50,Male,High school or less,White,always,1,,,,,,,,,,1,1
1471,472089,37,Female,Some college,Hispanic,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1472,472093,34,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
1473,472094,57,Female,High school or less,White,always,1,,,,,,,,,,1,1
1474,472095,58,Male,Some college,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,2
1475,472096,29,Female,College,White,rarely/never,1,,,,,,,,,,3,1
1476,472097,41,Male,College,Black,always,2,,,,,,,,,,2,1
1477,472098,66,Male,Some college,White,always,1,,,,,,,,,,2,1
1478,472099,51,Male,College,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
1479,472100,38,Female,College,Other/Mixed,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1480,472102,64,Female,College,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
1481,472104,70,Female,College,Other/Mixed,always,1,,,,,,,,,,1,2
1482,472105,74,Male,High school or less,White,always,1,,,,,,,,,,1,1
1483,472106,50,Male,High school or less,White,always,1,,,,,,,,,,1,2
1484,472108,53,Male,Some college,White,rarely/never,1,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1
1485,472110,54,Female,College,White,rarely/never,1,,,,,,,,,,2,1
1486,472111,59,Female,High school or less,White,sporadic,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1487,472113,49,Male,High school or less,White,rarely/never,2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,1
1488,472115,83,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
1489,472116,61,Female,High school or less,Black,always,1,,,,,,,,,,2,1
1490,472117,48,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
1491,472121,67,Female,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1492,472124,82,Male,High school or less,White,always,1,,,,,,,,,,2,1
1493,472127,61,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
1494,472128,45,Female,College,White,sporadic,1,,,,,,,,,,1,1
1495,472129,24,Female,College,White,rarely/never,1,,,,,,,,,,3,1
1496,472130,64,Female,High school or less,White,sporadic,1,,,,,,,,,,3,1
1497,472131,64,Male,Some college,Other/Mixed,sporadic,1,,,,,,,,,,1,1
1498,472132,46,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
1499,472134,55,Male,High school or less,Hispanic,always,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
1500,472135,50,Female,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
1501,472136,50,Female,College,White,always,1,,,,,,,,,,2,1
1502,472137,37,Female,College,White,sporadic,1,,,,,,,,,,2,1
1503,472138,48,Female,High school or less,Other/Mixed,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
1504,472139,79,Female,High school or less,White,always,1,,,,,,,,,,1,1
1505,472140,37,Male,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1506,472144,66,Female,High school or less,White,always,1,,,,,,,,,,2,1
1507,472146,67,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
1508,472147,33,Female,Some college,White,sporadic,1,,,,,,,,,,1,2
1509,472148,57,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
1510,472151,40,Female,High school or less,White,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1511,472152,60,Female,Some college,White,always,1,,,,,,,,,,3,1
1512,472154,61,Female,High school or less,White,always,1,,,,,,,,,,1,2
1513,472157,71,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
1514,472159,23,Female,College,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,4,1
1515,472160,58,Male,Some college,Other/Mixed,sporadic,1,,,,,,,,,,3,1
1516,472162,37,Female,High school or less,White,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1517,472163,67,Male,Some college,Black,always,1,,,,,,,,,,2,1
1518,472164,36,Male,College,Hispanic,sporadic,1,,,,,,,,,,1,1
1519,472165,36,Male,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,1
1520,472166,58,Male,High school or less,Hispanic,sporadic,2,,,,,,,,,,1,1
1521,472167,35,Female,College,White,sporadic,1,,,,,,,,,,3,1
1522,472168,58,Female,High school or less,Black,sporadic,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
1523,472169,35,Female,College,White,sporadic,1,,,,,,,,,,1,1
1524,472170,75,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
1525,472171,70,Male,Some college,Black,sporadic,1,,,,,,,,,,2,2
1526,472173,38,Female,Some college,Hispanic,rarely/never,3,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3,1
1527,472174,57,Male,College,Black,sporadic,1,,,,,,,,,,1,1
1528,472175,67,Female,Some college,Other/Mixed,sporadic,1,,,,,,,,,,1,1
1529,472176,43,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,1,1
1530,472179,60,Male,College,White,sporadic,1,,,,,,,,,,1,1
1531,472180,34,Male,High school or less,White,always,1,,,,,,,,,,1,1
1532,472183,67,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
1533,472184,48,Male,High school or less,White,sporadic,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
1534,472185,36,Male,College,White,sporadic,1,,,,,,,,,,2,1
1535,472187,64,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
1536,472188,77,Male,College,White,sporadic,1,,,,,,,,,,1,2
1537,472189,22,Male,High school or less,White,always,1,,,,,,,,,,1,2
1538,472192,66,Male,Some college,Hispanic,always,1,,,,,,,,,,1,1
1539,472193,71,Male,College,Black,sporadic,1,,,,,,,,,,2,1
1540,472195,78,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
1541,472196,51,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,2,1
1542,472197,41,Male,Some college,White,sporadic,2,,,,,,,,,,1,1
1543,472198,39,Male,Some college,White,rarely/never,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1544,472199,29,Female,College,Hispanic,always,1,,,,,,,,,,4,1
1545,472200,77,Female,Some college,White,sporadic,1,,,,,,,,,,1,2
1546,472201,24,Female,High school or less,White,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1547,472202,50,Female,Some college,White,rarely/never,1,,,,,,,,,,3,1
1548,472203,22,Male,Some college,Other/Mixed,rarely/never,2,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
1549,472204,28,Female,High school or less,White,rarely/never,2,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,3,1
1550,472205,29,Male,College,White,sporadic,1,,,,,,,,,,2,1
1551,472207,31,Male,College,White,rarely/never,1,,,,,,,,,,2,1
1552,472209,54,Male,Some college,Black,sporadic,1,,,,,,,,,,3,1
1553,472210,77,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
1554,472212,53,Male,Some college,White,rarely/never,4,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1
1555,472213,27,Male,High school or less,White,rarely/never,1,,,,,,,,,,1,1
1556,472214,43,Male,Some college,White,sporadic,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,2
1557,472215,75,Female,High school or less,White,always,1,,,,,,,,,,2,1
1558,472216,53,Male,College,White,always,1,,,,,,,,,,1,1
1559,472220,55,Female,Some college,White,sporadic,1,,,,,,,,,,3,1
1560,472221,72,Female,High school or less,White,always,1,,,,,,,,,,1,1
1561,472223,29,Male,College,Other/Mixed,rarely/never,1,,,,,,,,,,2,1
1562,472224,48,Female,College,Black,always,1,,,,,,,,,,1,1
1563,472225,47,Female,College,White,always,1,,,,,,,,,,1,1
1564,472226,31,Female,Some college,White,sporadic,2,,,,,,,,,,4,1
1565,472228,71,Female,Some college,White,always,4,,,,,,,,,,3,1
1566,472230,52,Male,High school or less,White,always,1,,,,,,,,,,1,1
1567,472232,49,Male,College,White,always,1,,,,,,,,,,1,1
1568,472235,51,Female,College,White,sporadic,1,,,,,,,,,,1,1
1569,472236,32,Female,High school or less,Hispanic,sporadic,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
1570,472239,35,Female,College,White,sporadic,1,,,,,,,,,,1,1
1571,472240,33,Male,College,White,rarely/never,1,,,,,,,,,,2,1
1572,472242,35,Female,Some college,White,rarely/never,2,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1573,472243,34,Female,Some college,Black,sporadic,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1574,472244,34,Male,College,White,sporadic,1,,,,,,,,,,1,1
1575,472245,35,Male,Some college,Black,always,1,,,,,,,,,,3,1
1576,472247,33,Male,College,White,sporadic,1,,,,,,,,,,1,1
1577,472248,44,Female,High school or less,Hispanic,rarely/never,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,-1
1578,472249,34,Male,College,Other/Mixed,rarely/never,1,,,,,,,,,,2,1
1579,472250,76,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
1580,472251,35,Female,College,White,always,1,,,,,,,,,,2,1
1581,472252,32,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
1582,472253,32,Male,College,White,sporadic,1,,,,,,,,,,2,1
1583,472254,38,Female,High school or less,Other/Mixed,sporadic,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1
1584,472255,32,Male,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
1585,472256,33,Male,High school or less,Black,sporadic,1,,,,,,,,,,2,1
1586,472258,26,Male,College,White,sporadic,1,,,,,,,,,,1,1
1587,472260,31,Male,High school or less,Hispanic,rarely/never,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,2
1588,472261,84,Female,College,White,always,1,,,,,,,,,,2,1
